lokasi,harga,kamar_tidur,kamar_mandi,luas_bangunan,rumah_luas_lahan,keamanan24jam,taman,lahan_parkir,balcony,AC
cilodong,1800000000,4.0,3.0,100.0,285.0,no,no,1.0,no,no
cilodong,487450000,2.0,1.0,40.0,55.0,no,no,1.0,no,no
cimanggis,1125490200,3.0,2.0,70.0,67.0,no,no,2.0,no,no
sukmajaya,999000000,3.0,3.0,90.0,98.0,no,no,2.0,no,no
sawangan,500000000,2.0,1.0,45.0,60.0,no,no,1.0,no,no
cinere,1561000000,2.0,2.0,74.0,97.0,no,no,1.0,no,no
bojongsari,795000000,3.0,2.0,76.0,101.0,no,no,1.0,no,no
sukmajaya,850000000,2.0,1.0,64.0,76.0,no,yes,1.0,no,yes
cimanggis,735000000,2.0,2.0,50.0,73.0,yes,yes,1.0,no,yes
sukmajaya,1125000000,3.0,3.0,75.0,109.0,yes,yes,1.0,yes,yes
cinere,925000000,3.0,3.0,80.0,80.0,no,yes,1.0,yes,yes
sukmajaya,909000000,3.0,2.0,61.0,63.0,yes,yes,1.0,no,no
cimanggis,1188860000,2.0,3.0,70.0,83.0,yes,yes,1.0,yes,yes
sawangan,760000000,3.0,2.0,75.0,56.0,no,yes,1.0,no,no
cipayung,475000000,2.0,1.0,45.0,84.0,no,no,1.0,no,no
beji,1900000000,11.0,11.0,200.0,129.0,no,no,1.0,no,no
cilodong,1450000000,3.0,2.0,80.0,101.0,no,no,1.0,no,no
cinere,3897600000,5.0,4.0,228.0,94.0,no,no,1.0,no,no
sawangan,845000000,3.0,2.0,60.0,70.0,no,no,1.0,no,no
sawangan,575000000,2.0,1.0,45.0,74.0,no,no,1.0,no,no
bojongsari,1375000000,3.0,3.0,75.0,124.0,yes,no,1.0,no,no
sawangan,550000000,2.0,1.0,54.0,84.0,no,no,1.0,no,no
cilodong,988000000,3.0,3.0,80.0,112.0,no,yes,1.0,no,no
pancoran mas,564000000,2.0,2.0,4.0,40.0,no,yes,1.0,no,no
cilodong,950000000,3.0,3.0,80.0,87.0,no,yes,1.0,no,yes
cinere,2300000000,4.0,2.0,150.0,218.0,no,no,1.0,no,no
bojongsari,1712000000,4.0,4.0,97.0,118.0,yes,yes,6.0,yes,no
bojongsari,1446000000,3.0,3.0,87.0,97.0,yes,yes,6.0,yes,no
bojongsari,1486000000,3.0,3.0,87.0,102.0,yes,yes,6.0,yes,no
tapos,790000000,3.0,2.0,60.0,56.0,yes,no,1.0,yes,no
beji,1650000000,4.0,2.0,167.0,157.0,no,no,1.0,no,no
cilodong,985000000,3.0,2.0,70.0,126.0,no,no,1.0,no,no
cilodong,910000000,2.0,1.0,60.0,90.0,no,no,1.0,no,no
limo,600000000,3.0,2.0,63.0,75.0,no,no,1.0,no,no
cipayung,466329438,2.0,1.0,40.0,64.0,yes,yes,1.0,no,yes
bojongsari,1628000000,3.0,3.0,103.0,96.0,yes,yes,1.0,no,yes
cimanggis,1163000000,3.0,2.0,69.0,89.0,no,no,1.0,no,no
depok,1050000000,3.0,3.0,120.0,98.0,no,yes,1.0,no,no
cilodong,735000000,2.0,2.0,60.0,70.0,no,yes,1.0,no,no
cilodong,985000000,3.0,3.0,80.0,92.0,no,yes,1.0,no,yes
sukmajaya,1050000000,3.0,3.0,120.0,89.0,yes,yes,2.0,yes,yes
cilodong,650000000,2.0,1.0,60.0,87.0,yes,yes,1.0,no,yes
cilodong,915000000,3.0,3.0,80.0,71.0,yes,yes,1.0,yes,yes
cilodong,474000000,2.0,2.0,40.0,45.0,no,no,1.0,no,no
cilodong,496000000,2.0,2.0,40.0,47.0,no,no,1.0,yes,no
depok,950000000,3.0,3.0,75.0,80.0,no,no,1.0,no,no
tapos,1700000000,4.0,4.0,150.0,77.0,no,no,1.0,yes,no
bojongsari,1070000000,3.0,2.0,73.0,6.0,yes,yes,72.0,yes,no
bojongsari,1446000000,3.0,3.0,87.0,97.0,yes,yes,7.0,yes,no
pancoran mas,1900000000,5.0,4.0,270.0,150.0,yes,yes,2.0,yes,yes
depok,1900000000,5.0,4.0,270.0,150.0,yes,no,2.0,no,yes
sawangan,490000000,2.0,1.0,40.0,60.0,no,yes,1.0,no,yes
depok,467500000,2.0,1.0,30.0,76.0,no,no,1.0,no,no
cimanggis,766000000,3.0,3.0,67.0,54.0,no,no,1.0,no,no
cimanggis,700000000,3.0,2.0,72.0,72.0,no,no,1.0,no,no
cimanggis,915000000,3.0,2.0,70.0,97.0,no,no,1.0,no,no
cipayung,630000000,2.0,1.0,40.0,84.0,no,no,1.0,no,no
cilodong,2150000000,5.0,2.0,235.0,200.0,no,yes,1.0,no,yes
sukmajaya,1384800000,3.0,2.0,107.0,87.0,yes,no,1.0,no,no
bojongsari,1200000000,3.0,2.0,100.0,89.0,no,no,1.0,no,no
cimanggis,460000000,2.0,1.0,40.0,76.0,yes,yes,1.0,no,no
sawangan,250000000,2.0,1.0,50.0,65.0,no,no,1.0,no,no
bojongsari,718000000,2.0,1.0,38.0,60.0,yes,yes,5.0,yes,no
sawangan,778500000,2.0,1.0,45.0,94.0,yes,yes,1.0,no,yes
cilodong,500000000,2.0,1.0,36.0,50.0,yes,yes,1.0,no,no
cilodong,500000000,2.0,1.0,36.0,50.0,yes,no,1.0,no,no
depok,1600000000,3.0,3.0,140.0,112.0,no,no,1.0,no,no
cimanggis,1263000000,3.0,2.0,70.0,80.0,yes,yes,1.0,no,no
cilodong,668375000,3.0,2.0,55.0,65.0,yes,yes,1.0,no,no
limo,3000000000,3.0,3.0,200.0,305.0,no,no,1.0,no,yes
cimanggis,825000000,3.0,2.0,85.0,72.0,yes,yes,1.0,yes,no
cilodong,575000000,2.0,1.0,48.0,65.0,no,no,1.0,no,no
depok,760000000,3.0,2.0,70.0,66.0,no,no,1.0,no,no
cimanggis,2800000000,5.0,4.0,210.0,180.0,yes,no,1.0,yes,yes
cilodong,650000000,3.0,2.0,40.0,75.0,no,no,1.0,no,no
sawangan,850000000,3.0,2.0,62.0,67.0,no,no,1.0,no,no
beji,1375000000,3.0,3.0,119.0,72.0,no,no,2.0,no,no
cilodong,750000000,2.0,1.0,45.0,98.0,no,no,1.0,no,no
cilodong,831000000,2.0,2.0,2.0,78.0,no,no,1.0,no,no
cipayung,200000000,2.0,1.0,30.0,50.0,yes,yes,1.0,no,yes
cinere,925000000,3.0,3.0,80.0,81.0,yes,yes,1.0,yes,yes
pancoran mas,9000000000,10.0,4.0,270.0,588.0,no,no,5.0,no,no
cimanggis,1249000000,3.0,2.0,88.0,74.0,no,no,1.0,no,no
sukmajaya,745000000,2.0,1.0,45.0,67.0,no,no,1.0,no,no
sawangan,600000000,2.0,1.0,45.0,72.0,yes,yes,1.0,no,no
bojongsari,430000000,2.0,1.0,36.0,60.0,yes,yes,1.0,no,yes
limo,800000000,3.0,2.0,90.0,110.0,yes,yes,1.0,no,no
cimanggis,585000000,3.0,2.0,70.0,53.0,no,no,1.0,no,no
sawangan,945000000,3.0,2.0,101.0,70.0,yes,yes,1.0,yes,yes
cinere,1772714000,4.0,3.0,114.0,84.0,no,no,2.0,no,no
bojongsari,708000000,2.0,2.0,40.0,80.0,no,no,2.0,no,no
pancoran mas,3400000000,5.0,5.0,282.0,212.0,no,no,1.0,no,no
beji,900000000,3.0,3.0,78.0,101.0,yes,yes,1.0,yes,yes
sawangan,695000000,3.0,2.0,70.0,60.0,yes,yes,2.0,yes,yes
cimanggis,2022000000,3.0,2.0,72.0,160.0,yes,yes,2.0,no,yes
cilodong,600000000,2.0,1.0,55.0,80.0,no,no,1.0,no,no
cilodong,1250000000,3.0,2.0,75.0,103.0,no,no,1.0,no,no
cipayung,372000000,2.0,1.0,27.0,75.0,no,no,1.0,no,no
cimanggis,1600000000,3.0,3.0,142.0,135.0,no,no,2.0,no,no
sawangan,485000000,2.0,1.0,45.0,60.0,yes,yes,1.0,no,no
cimanggis,499000000,2.0,1.0,60.0,60.0,yes,yes,1.0,no,no
cinere,1700000000,4.0,4.0,134.0,160.0,yes,yes,1.0,yes,no
cipayung,375000000,2.0,2.0,60.0,72.0,no,yes,1.0,no,no
cimanggis,430000000,2.0,1.0,31.0,52.0,yes,yes,1.0,no,yes
cilodong,600000000,2.0,1.0,45.0,72.0,yes,yes,1.0,no,no
cinere,2000000000,5.0,3.0,350.0,280.0,no,no,2.0,no,no
sukmajaya,840000000,3.0,2.0,80.0,80.0,yes,yes,1.0,no,no
cimanggis,480000000,2.0,2.0,48.0,42.0,yes,no,1.0,no,no
cimanggis,1100000000,3.0,2.0,60.0,86.0,no,no,1.0,no,no
sawangan,980000000,4.0,3.0,101.0,77.0,yes,yes,2.0,yes,yes
bojongsari,570000000,2.0,1.0,40.0,108.0,yes,yes,2.0,no,yes
bojongsari,400000000,2.0,1.0,40.0,66.0,yes,yes,1.0,no,no
sawangan,950000000,3.0,1.0,85.0,148.0,yes,yes,1.0,yes,yes
cilodong,950000000,3.0,2.0,160.0,72.0,no,no,1.0,no,no
pancoran mas,1256400000,3.0,2.0,61.0,87.0,yes,yes,1.0,yes,no
cimanggis,1050000000,3.0,2.0,86.0,65.0,yes,no,1.0,yes,yes
cimanggis,700000000,3.0,1.0,54.0,60.0,yes,yes,1.0,yes,yes
beji,1650000000,3.0,2.0,103.0,204.0,no,no,1.0,no,no
sukmajaya,788000000,2.0,2.0,70.0,120.0,no,yes,1.0,no,no
beji,2300000000,5.0,5.0,168.0,127.0,no,no,2.0,no,no
cipayung,516600000,2.0,1.0,40.0,76.0,no,no,1.0,no,no
cinere,800000000,4.0,3.0,100.0,90.0,yes,yes,2.0,yes,yes
sawangan,575000000,2.0,1.0,42.0,84.0,no,yes,1.0,no,no
sawangan,280000000,2.0,1.0,40.0,70.0,yes,no,1.0,no,no
cilodong,200000000,1.0,1.0,24.0,26.0,no,no,1.0,no,no
pancoran mas,12750000000,10.0,5.0,500.0,1500.0,no,no,1.0,no,no
depok,1400000000,3.0,3.0,164.0,324.0,no,no,1.0,no,no
cinere,1990000000,4.0,4.0,200.0,110.0,no,no,1.0,no,no
depok,260000000,2.0,1.0,36.0,50.0,no,no,1.0,no,no
cilodong,735000000,2.0,2.0,80.0,82.0,no,no,1.0,no,no
cilodong,1231000000,3.0,2.0,72.0,90.0,no,no,1.0,no,no
beji,1100000000,3.0,2.0,120.0,115.0,yes,yes,1.0,yes,yes
cipayung,215000000,2.0,1.0,40.0,60.0,yes,yes,2.0,yes,no
pancoran mas,940000000,3.0,3.0,120.0,88.0,yes,yes,1.0,yes,yes
bojongsari,525000000,2.0,1.0,36.0,66.0,no,yes,1.0,no,no
cinere,5000000000,7.0,5.0,650.0,440.0,no,no,1.0,no,no
depok,1800000000,5.0,5.0,250.0,150.0,yes,no,2.0,no,yes
cilodong,2800000000,4.0,3.0,235.0,200.0,no,no,1.0,no,no
pancoran mas,800000000,3.0,2.0,70.0,75.0,yes,yes,2.0,no,no
depok,995000000,3.0,3.0,100.0,95.0,yes,yes,1.0,yes,yes
pancoran mas,1410000000,4.0,3.0,130.0,98.0,no,no,1.0,no,no
limo,1500000000,4.0,3.0,150.0,151.0,no,no,1.0,no,no
bojongsari,629000000,3.0,1.0,52.0,60.0,no,no,1.0,no,no
sukmajaya,679000000,4.0,2.0,60.0,45.0,yes,yes,1.0,yes,yes
cilodong,780000000,3.0,2.0,88.0,84.0,yes,yes,1.0,no,no
cimanggis,900000000,2.0,2.0,82.0,51.0,no,no,1.0,yes,yes
pancoran mas,950000000,4.0,3.0,145.0,156.0,no,no,1.0,no,no
cilodong,880000000,2.0,1.0,36.0,90.0,yes,yes,1.0,no,no
beji,720000000,2.0,2.0,60.0,90.0,yes,yes,1.0,no,yes
sawangan,850000000,2.0,1.0,54.0,125.0,yes,yes,2.0,no,yes
depok,580000000,2.0,1.0,57.0,78.0,no,no,1.0,no,no
beji,900000000,3.0,3.0,65.0,70.0,no,no,1.0,no,no
beji,2300000000,4.0,4.0,168.0,127.0,no,no,2.0,no,no
pancoran mas,272000000,2.0,1.0,46.0,64.0,no,no,1.0,no,no
cilodong,750000000,4.0,2.0,62.0,60.0,yes,yes,1.0,no,no
bojongsari,655000000,2.0,1.0,42.0,74.0,no,no,1.0,no,no
cimanggis,575000000,2.0,1.0,48.0,72.0,yes,no,1.0,no,no
bojongsari,594000000,2.0,1.0,45.0,60.0,yes,yes,1.0,yes,yes
depok,190000000,2.0,1.0,30.0,40.0,no,no,1.0,no,no
sukmajaya,981000000,4.0,2.0,180.0,100.0,yes,yes,1.0,yes,no
cilodong,1450000000,3.0,2.0,94.0,121.0,yes,no,1.0,no,no
pancoran mas,1800000000,5.0,5.0,250.0,150.0,no,yes,1.0,no,no
cilodong,1380000000,4.0,3.0,200.0,140.0,yes,yes,1.0,yes,no
cilodong,875000000,3.0,2.0,90.0,80.0,yes,yes,1.0,no,yes
cilodong,685000000,2.0,2.0,60.0,87.0,no,no,4.0,no,no
cinere,2460000000,5.0,5.0,200.0,133.0,no,no,2.0,no,no
cinere,999000000,3.0,3.0,75.0,96.0,yes,yes,1.0,yes,no
cilodong,950000000,3.0,2.0,100.0,95.0,yes,yes,1.0,yes,no
sukmajaya,600000000,2.0,2.0,55.0,55.0,yes,yes,1.0,yes,yes
tapos,486818000,2.0,1.0,40.0,63.0,no,no,1.0,no,no
cinere,2700000000,4.0,5.0,120.0,127.0,no,no,1.0,no,yes
pancoran mas,1250000000,3.0,2.0,100.0,71.0,no,no,1.0,no,no
cipayung,650000000,3.0,1.0,65.0,80.0,no,no,1.0,no,yes
cimanggis,784000000,3.0,2.0,60.0,50.0,yes,yes,2.0,no,no
cimanggis,897500000,32.0,2.0,70.0,90.0,yes,no,2.0,no,no
sawangan,675000000,3.0,2.0,70.0,72.0,no,no,1.0,no,no
cimanggis,125000000,1.0,1.0,35.0,35.0,no,no,1.0,no,no
cimanggis,575000000,2.0,1.0,45.0,65.0,no,no,1.0,no,no
sawangan,695000000,2.0,1.0,50.0,84.0,yes,yes,1.0,no,no
beji,1495000000,4.0,4.0,120.0,98.0,no,yes,1.0,no,no
beji,1300000000,4.0,3.0,130.0,74.0,no,no,1.0,no,no
cimanggis,1300000000,3.0,2.0,65.0,60.0,no,no,5.0,no,no
cimanggis,1200000000,3.0,2.0,66.0,83.0,no,no,1.0,no,no
cimanggis,835950000,3.0,2.0,77.0,60.0,yes,yes,1.0,yes,no
sawangan,450000000,2.0,1.0,42.0,72.0,yes,no,1.0,no,yes
limo,1295000000,4.0,3.0,110.0,84.0,yes,yes,1.0,no,no
sawangan,1270000000,2.0,2.0,75.0,88.0,yes,yes,1.0,yes,yes
bojongsari,1022000000,3.0,2.0,73.0,66.0,yes,yes,5.0,yes,no
cimanggis,890000000,3.0,2.0,76.0,80.0,yes,yes,2.0,yes,yes
tapos,2950000000,4.0,3.0,270.0,180.0,yes,yes,2.0,no,yes
sawangan,273000000,2.0,1.0,45.0,76.0,yes,yes,1.0,no,yes
bojongsari,1200000000,4.0,3.0,257.0,189.0,no,yes,1.0,no,yes
beji,875000000,3.0,2.0,90.0,80.0,yes,yes,1.0,yes,yes
beji,500000000,2.0,1.0,45.0,50.0,no,no,1.0,no,no
cipayung,200000000,2.0,1.0,30.0,50.0,yes,yes,1.0,no,no
beji,820000000,2.0,1.0,48.0,81.0,no,no,1.0,no,no
cimanggis,850000000,3.0,2.0,82.0,60.0,no,yes,1.0,yes,yes
cilodong,166000000,1.0,1.0,24.0,24.0,no,no,1.0,no,no
cipayung,365000000,3.0,1.0,80.0,80.0,no,no,1.0,no,yes
pancoran mas,825000000,3.0,2.0,84.0,68.0,no,yes,1.0,yes,yes
cipayung,365000000,2.0,1.0,36.0,65.0,yes,yes,1.0,no,yes
beji,1525000000,4.0,4.0,130.0,80.0,no,no,2.0,no,no
sukmajaya,635000000,2.0,1.0,38.0,72.0,yes,yes,1.0,no,no
beji,900000000,2.0,2.0,69.0,99.0,yes,no,1.0,no,no
pancoran mas,1200000000,3.0,3.0,114.0,84.0,no,no,1.0,no,no
cimanggis,3000000000,3.0,2.0,120.0,240.0,yes,yes,1.0,yes,yes
bojongsari,675000000,2.0,1.0,50.0,70.0,yes,yes,1.0,yes,yes
cimanggis,1600000000,4.0,4.0,98.0,199.0,no,no,1.0,no,no
pancoran mas,4100000000,3.0,3.0,175.0,240.0,no,no,1.0,no,no
cinere,1720000000,3.0,3.0,155.0,84.0,yes,yes,1.0,yes,yes
cinere,1435000000,3.0,3.0,98.0,70.0,no,no,2.0,no,no
cilodong,672000000,2.0,1.0,38.0,72.0,yes,yes,1.0,no,no
sukmajaya,930000000,3.0,2.0,70.0,79.0,yes,yes,1.0,yes,yes
depok,1700000000,3.0,2.0,79.0,113.0,yes,yes,2.0,yes,no
cilodong,743100000,3.0,2.0,60.0,88.0,yes,no,1.0,no,no
pancoran mas,513500000,2.0,1.0,38.0,70.0,no,no,1.0,no,no
cilodong,350000000,2.0,1.0,50.0,70.0,yes,yes,1.0,no,no
sawangan,755000000,3.0,2.0,60.0,60.0,no,no,1.0,no,no
cimanggis,875000000,3.0,1.0,80.0,108.0,no,yes,1.0,no,no
beji,1290000000,4.0,4.0,130.0,85.0,no,no,2.0,no,no
cilodong,599000000,2.0,1.0,48.0,72.0,yes,no,1.0,no,no
cinere,1720000000,4.0,3.0,155.0,84.0,yes,yes,4.0,yes,no
cinere,800000000,4.0,3.0,100.0,95.0,yes,yes,2.0,yes,yes
cinere,900000000,3.0,3.0,78.0,101.0,yes,yes,1.0,yes,yes
sukmajaya,794000000,2.0,1.0,42.0,91.0,yes,yes,1.0,no,no
cimanggis,918000000,3.0,2.0,61.0,78.0,yes,yes,1.0,yes,no
cilodong,875000000,3.0,2.0,90.0,90.0,yes,yes,1.0,yes,yes
bojongsari,1574000000,4.0,4.0,97.0,107.0,yes,yes,3.0,yes,yes
pancoran mas,900000000,4.0,2.0,200.0,120.0,no,yes,1.0,no,no
beji,1400000000,4.0,3.0,155.0,101.0,yes,yes,2.0,yes,no
pancoran mas,1300000000,4.0,3.0,140.0,80.0,no,no,1.0,no,no
beji,1900000000,17.0,17.0,200.0,129.0,no,no,1.0,no,no
beji,1400000000,3.0,3.0,120.0,72.0,no,no,2.0,no,no
beji,1600000000,4.0,3.0,100.0,118.0,no,no,1.0,no,no
cimanggis,480000000,2.0,2.0,48.0,42.0,no,no,1.0,no,no
cimanggis,1099000000,3.0,2.0,70.0,78.0,no,no,1.0,no,no
cinere,699000000,3.0,2.0,66.0,42.0,yes,yes,1.0,yes,yes
sawangan,533000000,3.0,2.0,44.0,50.0,no,yes,1.0,no,no
pancoran mas,1160000000,3.0,2.0,75.0,60.0,no,no,2.0,no,no
cilodong,950000000,3.0,3.0,100.0,90.0,no,no,1.0,no,no
limo,1300000000,4.0,3.0,110.0,100.0,no,no,1.0,no,no
cinere,3500000000,5.0,4.0,235.0,368.0,no,no,3.0,no,no
bojongsari,590000000,2.0,1.0,60.0,69.0,no,no,1.0,no,no
bojongsari,600000000,2.0,1.0,108.0,72.0,no,no,1.0,no,no
cilodong,690000000,2.0,1.0,38.0,78.0,yes,yes,1.0,no,no
cilodong,720000000,2.0,2.0,50.0,81.0,no,yes,1.0,no,yes
sawangan,887200000,3.0,2.0,72.0,70.0,no,no,1.0,no,no
sawangan,480000000,2.0,1.0,40.0,72.0,yes,yes,2.0,no,yes
sukmajaya,575000000,4.0,1.0,95.0,91.0,no,no,1.0,no,no
cinere,800000000,3.0,3.0,80.0,90.0,yes,yes,1.0,yes,yes
cimanggis,769000000,3.0,2.0,54.0,70.0,yes,no,1.0,no,no
cimanggis,835950000,3.0,2.0,77.0,60.0,no,yes,1.0,no,no
pancoran mas,1605000000,5.0,3.0,140.0,105.0,yes,yes,1.0,yes,yes
sawangan,260000000,2.0,1.0,29.0,72.0,no,no,1.0,no,no
pancoran mas,995000000,3.0,2.0,64.0,84.0,no,no,1.0,no,no
cimanggis,2100000000,3.0,3.0,112.0,128.0,yes,yes,2.0,no,yes
depok,310000000,2.0,1.0,38.0,55.0,yes,yes,1.0,no,no
depok,15000000000,5.0,2.0,950.0,826.0,no,yes,2.0,no,yes
cilodong,1380000000,3.0,2.0,100.0,135.0,yes,no,1.0,no,no
beji,1750000000,4.0,4.0,150.0,77.0,no,yes,1.0,yes,no
depok,930000000,3.0,3.0,75.0,76.0,yes,yes,1.0,yes,yes
cinere,4500000000,3.0,3.0,250.0,138.0,yes,no,4.0,no,yes
sukmajaya,1660000000,4.0,3.0,140.0,113.0,no,no,1.0,no,no
cimanggis,959000000,3.0,2.0,69.0,74.0,yes,no,1.0,yes,no
cilodong,726000000,3.0,2.0,56.0,60.0,no,no,1.0,no,no
cilodong,535000000,2.0,1.0,36.0,65.0,no,no,1.0,no,no
cimanggis,1365000000,3.0,2.0,110.0,96.0,yes,yes,1.0,yes,no
limo,20000000000,11.0,8.0,610.0,2310.0,no,yes,1.0,no,yes
cimanggis,490000000,3.0,2.0,60.0,33.0,yes,no,1.0,no,no
bojongsari,560000000,2.0,1.0,38.0,78.0,no,no,1.0,no,no
bojongsari,704000000,3.0,2.0,45.0,80.0,yes,yes,1.0,yes,no
pancoran mas,1200000000,3.0,2.0,96.0,93.0,yes,yes,1.0,no,no
cilodong,675000000,2.0,1.0,42.0,90.0,no,no,1.0,no,no
cilodong,530000000,2.0,1.0,45.0,66.0,yes,yes,1.0,yes,yes
depok,593500000,2.0,1.0,45.0,72.0,no,no,1.0,no,no
cilodong,285000000,2.0,1.0,36.0,53.0,no,no,1.0,no,no
sawangan,275000000,1.0,2.0,1.0,60.0,yes,yes,1.0,no,no
limo,1150000000,4.0,3.0,105.0,85.0,no,no,1.0,no,no
cimanggis,888000000,4.0,3.0,130.0,62.0,no,no,1.0,no,no
cilodong,929000000,2.0,1.0,50.0,98.0,yes,yes,1.0,no,no
cimanggis,847000000,3.0,2.0,72.0,60.0,yes,no,1.0,no,no
sawangan,520000000,2.0,1.0,38.0,60.0,yes,yes,2.0,no,no
cipayung,355000000,2.0,1.0,45.0,70.0,no,yes,1.0,no,no
sawangan,625000000,2.0,2.0,50.0,65.0,no,no,1.0,no,no
cilodong,822820000,2.0,1.0,50.0,89.0,yes,yes,1.0,no,no
cilodong,1050000000,3.0,3.0,80.0,71.0,no,no,1.0,no,yes
beji,750000000,3.0,2.0,50.0,40.0,yes,yes,1.0,no,no
cinere,2900000000,4.0,3.0,206.0,141.0,no,yes,1.0,no,no
tapos,532000000,2.0,1.0,50.0,72.0,yes,yes,1.0,no,no
sukmajaya,600000000,2.0,1.0,45.0,72.0,yes,yes,1.0,no,no
sawangan,949000000,2.0,1.0,90.0,50.0,no,no,1.0,no,no
sukmajaya,735000000,2.0,2.0,50.0,92.0,yes,yes,1.0,no,yes
pancoran mas,660000000,3.0,2.0,56.0,97.0,no,no,1.0,no,no
bojongsari,660000000,2.0,1.0,36.0,90.0,no,no,1.0,no,no
cimanggis,1300000000,3.0,2.0,140.0,204.0,yes,yes,1.0,yes,no
sawangan,564000000,2.0,2.0,42.0,40.0,yes,no,1.0,yes,no
tapos,750000000,2.0,1.0,50.0,84.0,no,no,1.0,no,no
bojongsari,725000000,3.0,1.0,62.0,120.0,no,no,1.0,no,no
cinere,1800000000,4.0,4.0,130.0,90.0,no,no,2.0,no,no
sawangan,945000000,3.0,2.0,101.0,68.0,yes,yes,1.0,yes,no
beji,1300000000,3.0,3.0,130.0,98.0,no,yes,1.0,yes,yes
cilodong,907000000,3.0,2.0,62.0,65.0,yes,yes,2.0,yes,no
depok,1500000000,3.0,2.0,108.0,251.0,no,no,1.0,no,no
beji,1300000000,3.0,3.0,130.0,98.0,no,yes,1.0,yes,no
pancoran mas,699000000,3.0,2.0,72.0,60.0,no,no,1.0,no,no
sawangan,220000000,2.0,1.0,36.0,67.0,no,no,1.0,no,no
tapos,1000000000,3.0,2.0,140.0,140.0,no,no,1.0,no,no
depok,350000000,2.0,1.0,40.0,60.0,yes,yes,1.0,no,no
beji,885000000,3.0,2.0,80.0,76.0,yes,yes,1.0,yes,yes
sawangan,2000000000,4.0,4.0,184.0,144.0,yes,yes,2.0,yes,yes
cimanggis,770000000,3.0,2.0,72.0,60.0,no,yes,1.0,no,yes
cilodong,950000000,3.0,3.0,100.0,95.0,no,no,1.0,no,no
cinere,8800000000,7.0,7.0,700.0,400.0,no,yes,4.0,yes,yes
pancoran mas,450000000,2.0,1.0,45.0,72.0,yes,yes,2.0,no,yes
pancoran mas,799000000,3.0,2.0,70.0,74.0,no,yes,1.0,no,no
pancoran mas,600000000,3.0,2.0,92.0,55.0,yes,yes,1.0,no,no
sawangan,975000000,4.0,2.0,190.0,90.0,yes,yes,1.0,yes,no
beji,551550000,2.0,1.0,45.0,66.0,no,yes,1.0,no,no
cimanggis,689554000,2.0,1.0,36.0,72.0,no,no,2.0,no,no
tapos,885000000,3.0,2.0,74.0,62.0,no,no,2.0,no,no
pancoran mas,1200000000,2.0,2.0,58.0,50.0,no,yes,1.0,no,no
cimanggis,486000000,2.0,1.0,40.0,63.0,no,yes,1.0,no,no
cilodong,743100000,3.0,2.0,60.0,88.0,no,no,1.0,no,no
depok,3000000000,4.0,4.0,186.0,185.0,yes,yes,2.0,yes,no
bojongsari,404000000,2.0,1.0,36.0,66.0,yes,no,1.0,yes,yes
sawangan,451000000,2.0,1.0,42.0,72.0,yes,yes,2.0,yes,yes
sawangan,970000000,2.0,1.0,65.0,150.0,yes,yes,2.0,no,yes
sawangan,500000000,2.0,1.0,42.0,72.0,yes,yes,1.0,no,yes
sukmajaya,570000000,2.0,2.0,50.0,40.0,yes,yes,1.0,no,no
sawangan,750000000,3.0,2.0,70.0,72.0,yes,yes,2.0,no,no
sawangan,800000000,2.0,1.0,45.0,125.0,yes,yes,1.0,no,no
cilodong,460000000,2.0,1.0,38.0,79.0,yes,yes,1.0,no,no
sukmajaya,650000000,3.0,2.0,55.0,80.0,yes,yes,1.0,yes,yes
beji,1300000000,3.0,3.0,122.0,82.0,no,no,1.0,no,no
beji,1200000000,5.0,3.0,250.0,161.0,no,no,2.0,no,no
depok,1700000000,3.0,4.0,109.0,112.0,yes,yes,2.0,yes,no
sawangan,599000000,2.0,1.0,38.0,68.0,yes,yes,1.0,yes,yes
cimanggis,500000000,3.0,2.0,72.0,50.0,yes,yes,2.0,yes,no
sawangan,731400000,2.0,1.0,42.0,89.0,yes,yes,1.0,no,no
sawangan,619500000,2.0,1.0,38.0,75.0,no,no,1.0,no,no
cimanggis,1280000000,3.0,2.0,103.0,120.0,yes,yes,2.0,no,no
sawangan,1399000000,3.0,2.0,90.0,105.0,yes,yes,1.0,yes,no
sukmajaya,780000000,2.0,1.0,45.0,112.0,no,yes,1.0,no,yes
sawangan,135000000,2.0,1.0,28.0,28.0,no,no,1.0,no,no
beji,10000000000,14.0,14.0,45.0,11300.0,yes,no,10.0,no,no
sawangan,200000000,2.0,1.0,30.0,32.0,no,no,1.0,no,no
sawangan,290000000,2.0,1.0,36.0,55.0,yes,yes,1.0,yes,yes
beji,900000000,2.0,2.0,70.0,100.0,no,no,1.0,no,no
sukmajaya,477000000,2.0,2.0,45.0,60.0,yes,yes,1.0,yes,yes
sawangan,492000000,2.0,1.0,40.0,54.0,no,yes,1.0,yes,no
sukmajaya,980000000,3.0,3.0,70.0,78.0,yes,yes,1.0,yes,yes
cilodong,1150000000,3.0,1.0,60.0,125.0,yes,no,1.0,no,no
pancoran mas,1700000000,3.0,2.0,150.0,248.0,no,no,1.0,no,no
beji,1450000000,3.0,3.0,110.0,91.0,no,no,1.0,no,no
beji,1350000000,3.0,3.0,150.0,92.0,no,no,2.0,no,no
tapos,667000000,2.0,2.0,46.0,60.0,yes,yes,1.0,yes,no
tapos,891000000,3.0,2.0,60.0,87.0,yes,yes,2.0,yes,no
beji,1400000000,3.0,3.0,120.0,92.0,no,no,2.0,no,no
